2024-07-11 18:39:39,023 INFO    StreamThr :56166 [internal.py:wandb_internal():85] W&B internal server running at pid: 56166, started at: 2024-07-11 18:39:39.023103
2024-07-11 18:39:39,025 DEBUG   HandlerThread:56166 [handler.py:handle_request():158] handle_request: status
2024-07-11 18:39:39,027 INFO    WriterThread:56166 [datastore.py:open_for_write():87] open: /home/max/uni/dgm_project/wandb/run-20240711_183939-wceigcz1/run-wceigcz1.wandb
2024-07-11 18:39:39,027 DEBUG   SenderThread:56166 [sender.py:send():379] send: header
2024-07-11 18:39:39,046 DEBUG   SenderThread:56166 [sender.py:send():379] send: run
2024-07-11 18:39:39,409 INFO    SenderThread:56166 [dir_watcher.py:__init__():211] watching files in: /home/max/uni/dgm_project/wandb/run-20240711_183939-wceigcz1/files
2024-07-11 18:39:39,409 INFO    SenderThread:56166 [sender.py:_start_run_threads():1188] run started: wceigcz1 with start time 1720715979.022811
2024-07-11 18:39:39,418 DEBUG   HandlerThread:56166 [handler.py:handle_request():158] handle_request: check_version
2024-07-11 18:39:39,419 DEBUG   SenderThread:56166 [sender.py:send_request():406] send_request: check_version
2024-07-11 18:39:39,474 DEBUG   HandlerThread:56166 [handler.py:handle_request():158] handle_request: run_start
2024-07-11 18:39:39,475 DEBUG   HandlerThread:56166 [system_info.py:__init__():26] System info init
2024-07-11 18:39:39,475 DEBUG   HandlerThread:56166 [system_info.py:__init__():41] System info init done
2024-07-11 18:39:39,475 INFO    HandlerThread:56166 [system_monitor.py:start():194] Starting system monitor
2024-07-11 18:39:39,475 INFO    SystemMonitor:56166 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-11 18:39:39,476 INFO    HandlerThread:56166 [system_monitor.py:probe():214] Collecting system info
2024-07-11 18:39:39,476 INFO    SystemMonitor:56166 [interfaces.py:start():188] Started cpu monitoring
2024-07-11 18:39:39,477 INFO    SystemMonitor:56166 [interfaces.py:start():188] Started disk monitoring
2024-07-11 18:39:39,478 INFO    SystemMonitor:56166 [interfaces.py:start():188] Started memory monitoring
2024-07-11 18:39:39,479 INFO    SystemMonitor:56166 [interfaces.py:start():188] Started network monitoring
2024-07-11 18:39:39,484 DEBUG   HandlerThread:56166 [system_info.py:probe():152] Probing system
2024-07-11 18:39:39,489 DEBUG   HandlerThread:56166 [system_info.py:_probe_git():137] Probing git
2024-07-11 18:39:39,500 DEBUG   HandlerThread:56166 [system_info.py:_probe_git():145] Probing git done
2024-07-11 18:39:39,500 DEBUG   HandlerThread:56166 [system_info.py:probe():200] Probing system done
2024-07-11 18:39:39,500 DEBUG   HandlerThread:56166 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.34', 'python': '3.8.16', 'heartbeatAt': '2024-07-11T16:39:39.485045', 'startedAt': '2024-07-11T16:39:39.019109', 'docker': None, 'cuda': None, 'args': ('--data_flag', 'pathmnist', '--use_config', 'CVAE_RGB', '--label_to_binary', 'cancer-associated stroma', '--max_epochs', '50', '--wandb', '1'), 'state': 'running', 'program': 'training.py', 'codePathLocal': 'training.py', 'codePath': 'training.py', 'git': {'remote': 'https://github.com/luliuxxx/dgm_project.git', 'commit': 'cacceab3dfc47a30d73116d09c52d35f4e4de536'}, 'email': 'maximilian.schindler@stud.tu-darmstadt.de', 'root': '/home/max/uni/dgm_project', 'host': 'max-ubuntu-elitebook', 'username': 'max', 'executable': '/home/max/.pyenv/versions/dgm_project/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3944.401375, 'min': 400.0, 'max': 4100.0}, 'cpu_freq_per_core': [{'current': 3801.246, 'min': 400.0, 'max': 4100.0}, {'current': 3808.036, 'min': 400.0, 'max': 4100.0}, {'current': 3820.22, 'min': 400.0, 'max': 4100.0}, {'current': 3800.142, 'min': 400.0, 'max': 4100.0}, {'current': 3800.088, 'min': 400.0, 'max': 4100.0}, {'current': 3997.092, 'min': 400.0, 'max': 4100.0}, {'current': 3811.28, 'min': 400.0, 'max': 4100.0}, {'current': 3800.06, 'min': 400.0, 'max': 4100.0}], 'disk': {'/': {'total': 303.62889862060547, 'used': 112.81246185302734}}, 'memory': {'total': 15.430282592773438}}
2024-07-11 18:39:39,500 INFO    HandlerThread:56166 [system_monitor.py:probe():224] Finished collecting system info
2024-07-11 18:39:39,500 INFO    HandlerThread:56166 [system_monitor.py:probe():227] Publishing system info
2024-07-11 18:39:39,501 INFO    HandlerThread:56166 [system_monitor.py:probe():229] Finished publishing system info
2024-07-11 18:39:39,502 DEBUG   SenderThread:56166 [sender.py:send():379] send: files
2024-07-11 18:39:39,502 INFO    SenderThread:56166 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-11 18:39:39,564 DEBUG   HandlerThread:56166 [handler.py:handle_request():158] handle_request: python_packages
2024-07-11 18:39:39,564 DEBUG   SenderThread:56166 [sender.py:send_request():406] send_request: python_packages
2024-07-11 18:39:39,607 DEBUG   HandlerThread:56166 [handler.py:handle_request():158] handle_request: stop_status
2024-07-11 18:39:39,607 DEBUG   HandlerThread:56166 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-11 18:39:39,608 DEBUG   SenderThread:56166 [sender.py:send_request():406] send_request: stop_status
2024-07-11 18:39:39,829 DEBUG   SenderThread:56166 [sender.py:send():379] send: telemetry
2024-07-11 18:39:39,831 DEBUG   SenderThread:56166 [sender.py:send():379] send: exit
2024-07-11 18:39:39,831 INFO    SenderThread:56166 [sender.py:send_exit():586] handling exit code: 1
